customer_id,product_id,product_category,rating,purchase_amount,date
246,96,Clothing,2,456.84,2023-08-12
265,40,Home,4,105.69,2023-09-26
957,57,Electronics,1,176.01,2024-03-30
970,34,Clothing,1,208.61,2024-05-29
644,50,Sports,2,144.3,2023-07-08
949,61,Home,4,139.57,2023-11-11
443,12,Electronics,5,35.18,2023-11-19
205,74,Electronics,4,405.66,2024-04-24
272,64,Electronics,3,372.34,2024-05-13
384,69,Home,1,120.87,2023-10-15
251,66,Beauty,4,73.27,2023-08-03
451,54,Clothing,2,270.95,2024-02-25
865,13,Beauty,1,491.73,2023-11-20
867,29,Home,2,45.38,2024-04-22
992,47,Sports,1,43.99,2024-03-24
403,72,Clothing,3,52.7,2023-07-22
866,19,Clothing,2,383.12,2023-10-01
751,54,Electronics,1,144.02,2024-01-26
978,85,Electronics,1,294.84,2023-09-29
472,45,Clothing,1,334.89,2023-12-14
234,3,Home,4,255.83,2023-08-20
178,33,Beauty,4,88.62,2023-10-09
265,56,Home,4,247.59,2024-02-02
536,87,Sports,2,178.25,2023-06-15
882,79,Home,1,12.21,2023-08-09
474,78,Beauty,1,403.94,2024-06-03
356,96,Electronics,2,22.26,2024-05-28
317,2,Sports,5,205.89,2024-03-23
869,99,Home,2,196.04,2023-10-06
167,37,Electronics,5,44.17,2024-05-12
639,75,Sports,2,172.41,2024-02-19
935,78,Sports,4,327.14,2024-05-07
734,11,Sports,5,175.82,2024-02-23
787,91,Clothing,1,103.02,2024-04-24
916,94,Clothing,3,247.93,2023-12-15
334,90,Home,1,296.06,2024-02-05
627,29,Electronics,5,103.37,2024-02-21
896,15,Sports,2,387.72,2024-04-18
231,87,Beauty,3,478.11,2024-05-28
32,56,Electronics,1,233.36,2023-12-18
330,11,Clothing,4,468.0,2024-01-20
937,11,Clothing,3,282.67,2024-04-25
874,30,Home,5,147.57,2024-02-25
566,9,Beauty,4,172.08,2023-07-27
760,90,Beauty,3,306.19,2024-01-04
338,44,Sports,4,210.4,2023-10-01
903,67,Electronics,4,354.57,2024-01-17
38,69,Clothing,5,87.77,2023-12-03
732,66,Beauty,4,492.88,2023-11-06
570,29,Sports,4,426.4,2023-06-20
200,63,Electronics,4,137.06,2023-08-08
778,71,Clothing,5,204.33,2023-12-07
104,78,Electronics,1,397.54,2023-10-23
14,53,Home,4,171.44,2024-05-21
212,12,Electronics,3,260.35,2024-01-11
374,97,Electronics,1,93.48,2023-07-15
942,28,Home,2,307.4,2023-08-27
754,34,Home,5,421.07,2024-02-26
784,93,Electronics,3,332.18,2024-02-20
385,89,Home,3,420.42,2024-06-09
771,12,Beauty,2,365.64,2024-05-30
426,87,Sports,4,244.66,2024-05-23
412,63,Clothing,5,297.86,2024-04-09
244,28,Beauty,1,97.81,2024-01-25
394,79,Sports,3,242.57,2023-09-04
645,77,Sports,2,292.06,2024-03-05
833,52,Electronics,3,217.45,2023-10-07
824,1,Electronics,2,309.93,2023-07-16
413,8,Clothing,5,346.33,2024-01-10
182,84,Beauty,4,7.82,2023-10-02
628,69,Beauty,2,425.73,2024-02-17
122,61,Sports,4,368.98,2024-02-15
292,33,Clothing,1,105.19,2024-04-11
322,74,Sports,1,440.46,2023-07-30
997,24,Beauty,2,384.74,2024-06-06
344,82,Electronics,2,165.76,2023-07-26
336,8,Beauty,4,194.97,2024-06-12
919,36,Beauty,5,176.38,2024-04-10
920,93,Home,2,373.57,2023-08-03
745,98,Home,5,63.93,2024-05-20
473,12,Home,1,67.15,2023-07-20
169,24,Electronics,4,379.86,2023-10-31
733,29,Electronics,2,251.09,2023-07-10
230,27,Sports,1,39.64,2023-08-20
29,88,Electronics,1,111.2,2024-03-03
874,14,Beauty,5,436.67,2024-04-05
991,96,Electronics,4,345.03,2023-12-15
250,35,Sports,5,24.79,2024-01-10
923,3,Home,3,150.06,2023-07-22
553,73,Sports,5,14.13,2024-04-19
904,94,Home,5,277.05,2023-09-01
22,57,Clothing,4,366.47,2024-06-05
133,58,Clothing,3,86.99,2024-05-26
766,25,Sports,5,10.22,2024-03-08
767,47,Sports,3,407.39,2023-11-09
585,14,Electronics,4,11.17,2023-11-05
149,72,Sports,1,133.19,2024-01-30
521,19,Beauty,5,326.28,2023-08-16
57,84,Electronics,3,311.27,2024-04-18
505,35,Electronics,2,346.06,2023-12-17
888,40,Beauty,3,270.29,2023-10-19
786,28,Beauty,3,309.26,2024-04-10
79,64,Home,1,240.84,2024-06-03
636,45,Home,5,8.41,2023-06-23
251,7,Beauty,1,226.34,2023-10-30
255,43,Beauty,2,327.47,2023-12-06
564,81,Electronics,3,341.26,2024-06-08
442,82,Beauty,5,468.57,2023-07-27
426,24,Clothing,2,65.59,2024-02-13
244,78,Sports,1,364.25,2024-05-24
783,2,Sports,5,181.04,2023-08-22
371,25,Sports,4,7.88,2023-10-10
56,15,Electronics,1,174.39,2024-05-19
323,69,Beauty,2,357.92,2024-02-19
898,28,Sports,2,224.61,2023-07-31
139,36,Electronics,3,479.23,2024-02-11
448,6,Clothing,2,408.3,2024-01-18
992,6,Home,5,314.6,2024-01-19
654,2,Electronics,5,447.67,2024-05-18
415,11,Home,5,167.59,2024-01-02
983,54,Beauty,3,167.38,2024-01-24
870,91,Beauty,4,429.37,2023-11-18
821,100,Sports,3,323.28,2023-12-10
222,60,Clothing,3,378.65,2024-01-26
921,57,Sports,2,279.66,2024-05-28
538,75,Electronics,3,198.23,2024-02-23
326,88,Clothing,5,87.82,2023-09-14
891,8,Electronics,5,223.36,2024-03-31
841,92,Sports,3,151.19,2024-02-24
866,8,Sports,4,425.08,2023-09-10
387,43,Electronics,1,380.3,2024-04-09
998,20,Home,1,243.44,2023-12-13
363,3,Home,2,319.06,2023-09-24
97,88,Clothing,1,239.91,2024-03-22
29,91,Sports,1,352.71,2024-05-31
847,66,Sports,2,254.38,2023-11-04
573,22,Clothing,2,474.84,2023-07-07
177,51,Sports,1,271.42,2024-03-20
22,90,Beauty,1,104.37,2024-05-23
888,92,Clothing,4,307.1,2024-03-21
390,72,Clothing,4,70.66,2024-01-08
617,93,Clothing,3,343.74,2024-04-27
39,39,Electronics,4,220.4,2023-09-23
969,39,Sports,2,326.35,2023-11-23
935,83,Electronics,1,284.07,2023-10-22
461,97,Beauty,2,225.99,2023-09-29
34,97,Home,4,457.97,2024-02-15
930,62,Home,3,113.21,2024-04-16
271,80,Home,5,246.78,2024-03-23
528,67,Beauty,5,357.08,2023-10-18
315,97,Sports,1,46.05,2023-08-08
400,34,Beauty,5,418.96,2023-12-14
99,99,Sports,1,277.77,2024-01-27
993,54,Clothing,5,377.84,2024-04-10
335,84,Clothing,1,35.86,2023-09-17
58,70,Sports,3,468.2,2024-03-15
551,54,Beauty,2,278.19,2024-03-30
629,79,Sports,5,286.23,2023-06-29
914,63,Beauty,5,199.13,2023-09-10
818,85,Electronics,3,439.17,2024-01-09
403,5,Electronics,5,455.76,2023-09-05
628,64,Clothing,3,142.87,2024-04-01
95,54,Beauty,3,403.77,2024-03-18
621,54,Home,4,43.57,2023-08-30
391,86,Clothing,1,471.54,2024-01-10
453,32,Clothing,5,257.96,2024-02-09
360,71,Sports,5,39.9,2023-11-27
9,3,Sports,3,120.15,2024-05-10
579,6,Sports,2,35.48,2024-03-16
970,85,Home,5,124.99,2023-09-27
247,81,Home,4,32.65,2024-06-05
820,44,Clothing,3,492.86,2024-05-20
521,44,Home,2,322.01,2024-05-08
431,39,Electronics,3,480.02,2024-04-28
157,48,Electronics,2,191.79,2023-09-15
642,61,Clothing,3,340.89,2023-12-02
387,32,Electronics,3,36.22,2023-11-21
267,63,Sports,5,29.14,2023-08-22
101,21,Home,1,281.49,2023-06-19
583,12,Home,1,60.01,2024-02-22
119,49,Beauty,1,432.27,2023-11-22
325,94,Sports,4,162.91,2023-08-02
35,56,Electronics,3,263.54,2024-05-08
666,96,Sports,3,140.33,2023-09-01
452,60,Home,4,302.94,2024-04-07
776,16,Home,2,475.59,2023-09-13
44,60,Clothing,5,441.97,2024-02-21
955,29,Sports,5,52.74,2024-02-04
796,78,Clothing,4,375.03,2024-02-26
673,92,Sports,4,99.71,2023-06-15
51,35,Beauty,2,185.33,2023-12-18
104,18,Clothing,1,355.48,2023-08-13
359,21,Beauty,3,328.47,2024-06-10
233,52,Beauty,3,437.83,2024-05-25
660,70,Electronics,1,30.57,2023-12-25
172,96,Beauty,5,139.98,2023-08-25
74,66,Electronics,5,148.66,2023-06-17
509,26,Home,2,412.82,2023-08-19
155,1,Beauty,3,496.06,2024-06-11
452,64,Clothing,1,265.76,2024-01-04
944,22,Clothing,3,391.16,2023-10-16
832,53,Electronics,1,465.75,2023-12-14
817,96,Beauty,5,119.97,2024-05-01
63,91,Electronics,2,383.64,2023-12-21
154,29,Home,4,126.56,2023-11-06
619,55,Clothing,3,212.33,2023-08-28
382,66,Home,1,448.22,2023-10-25
97,18,Sports,5,186.97,2023-12-28
31,16,Beauty,4,194.16,2023-09-04
93,66,Electronics,1,95.59,2024-04-08
703,61,Beauty,4,318.12,2023-10-29
107,42,Electronics,5,18.15,2024-01-31
376,62,Sports,1,210.76,2023-09-24
1000,44,Beauty,1,400.44,2023-07-16
588,42,Beauty,1,334.55,2023-11-22
479,13,Sports,2,169.34,2024-06-05
769,95,Electronics,1,384.8,2024-03-14
941,93,Electronics,3,203.99,2023-12-19
566,86,Home,2,345.88,2024-01-06
592,71,Beauty,4,104.66,2023-12-31
257,44,Electronics,4,354.07,2024-04-27
850,71,Clothing,4,416.88,2024-02-17
596,24,Clothing,4,243.19,2024-04-21
473,34,Beauty,2,453.17,2023-07-30
226,49,Beauty,3,15.49,2023-10-12
295,43,Home,2,119.2,2023-07-04
9,37,Sports,5,44.42,2024-06-09
353,41,Electronics,3,368.97,2024-01-29
141,79,Clothing,3,230.45,2023-07-11
481,12,Clothing,3,194.42,2024-01-15
35,87,Sports,1,449.32,2024-06-03
926,35,Sports,2,177.73,2023-09-08
567,70,Electronics,2,113.39,2023-09-30
818,13,Sports,4,195.49,2023-10-25
965,56,Electronics,1,75.48,2023-11-25
899,27,Home,4,204.52,2024-01-29
876,9,Clothing,1,267.33,2023-10-08
69,3,Beauty,5,6.93,2023-11-12
95,86,Home,1,386.02,2023-08-16
336,61,Sports,1,239.81,2023-08-15
838,41,Beauty,4,89.15,2023-08-03
868,88,Sports,3,75.39,2024-03-28
687,84,Electronics,2,240.0,2024-02-24
605,55,Sports,1,197.11,2024-04-03
846,62,Clothing,5,72.66,2024-01-02
621,5,Sports,4,89.53,2024-02-05
198,5,Home,2,237.65,2023-09-17
663,6,Sports,3,65.12,2023-08-10
924,87,Beauty,4,241.95,2023-11-21
152,87,Home,3,250.57,2023-12-21
450,35,Beauty,2,206.64,2024-01-23
577,82,Electronics,4,212.66,2023-12-31
192,10,Home,3,331.37,2024-05-03
927,96,Home,1,469.07,2024-03-08
323,39,Sports,1,160.8,2023-09-03
484,64,Electronics,5,222.64,2023-12-30
855,19,Clothing,3,243.67,2024-06-12
970,60,Sports,5,341.53,2023-07-16
453,52,Home,1,497.13,2023-07-03
420,85,Sports,3,255.02,2023-06-27
801,22,Home,5,415.16,2023-10-07
179,79,Home,2,33.46,2024-02-12
310,11,Beauty,5,459.02,2024-02-28
879,88,Sports,1,27.66,2024-04-01
809,5,Beauty,2,13.6,2024-01-15
463,7,Sports,5,150.28,2024-04-11
403,8,Beauty,2,252.82,2023-09-04
104,77,Sports,2,430.32,2024-04-03
76,11,Clothing,3,216.65,2023-12-14
769,90,Home,2,163.12,2024-03-29
971,66,Electronics,3,282.5,2023-08-04
850,9,Sports,4,264.25,2023-10-15
216,8,Electronics,4,397.49,2024-05-12
385,44,Home,1,312.08,2024-01-10
628,98,Beauty,4,299.17,2023-10-17
147,90,Sports,5,33.26,2023-07-23
350,76,Electronics,4,401.49,2024-01-06
299,63,Sports,1,224.95,2024-04-27
58,61,Home,5,47.9,2023-10-21
335,3,Electronics,3,446.28,2023-08-01
392,57,Home,1,271.4,2024-04-05
943,35,Beauty,4,185.99,2023-10-29
468,30,Beauty,1,454.26,2024-05-03
489,76,Sports,1,299.69,2024-02-22
650,69,Home,1,167.15,2024-03-03
586,45,Sports,1,80.82,2023-06-21
703,31,Home,1,344.51,2023-07-24
703,78,Sports,4,153.55,2024-04-05
273,74,Electronics,3,258.76,2024-04-03
385,60,Electronics,1,333.43,2024-02-04
466,48,Clothing,4,13.24,2024-03-19
233,71,Beauty,5,203.43,2024-05-18
334,25,Clothing,3,163.2,2023-11-15
954,75,Electronics,3,244.76,2023-09-28
57,28,Beauty,3,260.57,2024-05-18
863,79,Sports,3,169.33,2023-07-27
795,81,Electronics,1,283.9,2024-05-09
390,97,Clothing,4,264.96,2023-09-28
889,58,Electronics,4,494.96,2023-08-09
828,7,Home,2,448.18,2024-06-12
728,24,Home,3,343.44,2023-10-04
649,3,Beauty,3,278.55,2023-11-29
565,99,Beauty,1,80.77,2024-01-13
106,12,Home,3,347.49,2024-06-03
223,58,Beauty,2,281.23,2023-12-04
812,69,Sports,2,279.59,2023-09-15
46,67,Clothing,1,268.51,2023-11-29
158,36,Sports,2,272.21,2023-08-23
368,100,Home,1,283.91,2024-04-25
346,81,Home,5,63.53,2024-04-07
760,28,Home,3,356.76,2023-12-12
45,28,Sports,3,259.29,2024-02-01
888,77,Electronics,2,494.35,2024-03-09
901,41,Sports,4,170.53,2023-11-04
918,57,Electronics,2,295.44,2023-10-13
210,67,Clothing,3,458.27,2023-09-22
480,92,Sports,2,161.76,2024-04-29
443,55,Sports,3,406.8,2023-07-03
114,26,Home,3,367.11,2023-10-04
805,91,Clothing,4,436.23,2024-05-24
740,52,Beauty,1,358.26,2023-10-12
839,8,Home,4,463.93,2023-09-12
507,93,Sports,3,471.06,2023-09-14
376,24,Home,3,425.37,2023-12-29
966,17,Clothing,2,408.92,2024-05-18
271,61,Home,5,169.69,2023-06-28
343,91,Clothing,1,81.18,2023-09-28
568,46,Electronics,1,185.6,2023-10-04
869,34,Beauty,3,245.35,2023-12-02
292,41,Clothing,4,39.98,2023-09-04
344,63,Home,5,42.63,2024-04-28
60,25,Home,4,277.66,2023-11-15
913,7,Clothing,3,19.74,2023-12-26
961,99,Sports,5,52.55,2024-02-22
795,75,Home,3,324.05,2024-01-26
122,21,Sports,1,139.5,2023-08-02
342,82,Clothing,4,218.87,2024-05-22
744,68,Electronics,5,77.73,2024-03-04
66,63,Sports,4,351.24,2023-12-15
470,48,Clothing,2,23.22,2024-06-06
231,25,Sports,5,30.62,2024-05-22
810,8,Clothing,2,132.2,2024-01-25
188,47,Home,4,51.01,2024-01-12
300,74,Clothing,2,18.4,2024-06-07
683,73,Beauty,5,288.55,2023-09-17
923,76,Beauty,1,131.76,2024-03-24
164,11,Clothing,1,244.92,2023-08-13
917,29,Electronics,5,311.94,2023-11-07
981,84,Home,2,127.18,2023-10-30
554,65,Clothing,4,119.95,2024-02-05
544,16,Home,1,449.92,2023-08-05
453,33,Home,3,22.54,2024-01-03
25,36,Beauty,2,494.15,2024-03-09
203,19,Electronics,1,54.26,2023-12-01
186,92,Sports,4,255.86,2023-07-22
952,40,Electronics,3,258.34,2024-04-05
965,24,Clothing,3,50.38,2023-09-11
86,41,Electronics,3,136.48,2024-01-18
164,6,Clothing,5,280.08,2023-09-20
81,52,Clothing,3,273.4,2024-03-04
988,99,Clothing,2,5.05,2024-02-26
142,99,Beauty,3,52.17,2024-06-06
928,100,Clothing,1,465.29,2024-04-15
881,93,Sports,1,49.15,2024-04-17
828,29,Sports,2,25.99,2024-02-28
652,87,Electronics,5,493.27,2023-10-06
643,84,Sports,1,451.96,2023-11-01
623,2,Sports,5,228.2,2024-01-22
717,73,Sports,4,70.24,2023-12-01
756,75,Sports,5,284.38,2023-09-24
254,36,Clothing,4,376.9,2023-07-02
245,9,Beauty,1,318.69,2023-12-31
248,71,Clothing,3,467.91,2024-04-08
987,88,Clothing,4,115.45,2023-11-10
902,94,Beauty,5,26.37,2024-02-23
532,92,Beauty,4,314.9,2023-11-23
40,72,Home,4,340.28,2024-06-07
241,67,Sports,3,373.53,2024-04-23
890,30,Electronics,2,484.8,2023-08-27
311,100,Clothing,3,377.77,2023-09-08
549,80,Sports,2,298.91,2023-10-11
733,31,Electronics,1,186.88,2024-03-27
550,1,Electronics,4,132.7,2023-12-28
137,33,Beauty,4,110.25,2023-11-13
194,65,Beauty,3,11.53,2023-10-15
590,33,Home,2,171.81,2024-03-01
196,61,Sports,5,109.01,2024-02-21
800,77,Beauty,3,314.95,2024-03-30
515,10,Clothing,4,410.91,2023-12-19
496,47,Electronics,4,474.45,2024-06-08
836,21,Clothing,1,119.4,2024-03-08
659,79,Clothing,4,342.26,2023-09-18
637,12,Sports,1,433.93,2024-02-16
829,21,Home,3,70.74,2024-02-15
191,83,Home,3,253.79,2023-11-27
840,96,Electronics,5,131.69,2024-04-20
152,68,Clothing,1,5.37,2023-11-03
169,31,Home,3,384.49,2024-02-28
839,30,Home,2,469.97,2024-01-05
453,35,Clothing,1,84.41,2023-09-21
564,27,Clothing,1,214.59,2023-07-05
228,93,Home,1,296.53,2023-07-07
152,97,Sports,2,42.28,2023-11-28
945,75,Clothing,2,445.67,2024-05-29
437,80,Beauty,4,33.81,2023-11-20
493,20,Beauty,3,249.23,2024-04-23
283,85,Clothing,4,439.44,2024-04-25
238,11,Electronics,2,15.16,2024-04-01
625,97,Beauty,3,282.91,2023-09-24
635,95,Beauty,2,463.14,2023-11-11
740,5,Electronics,4,26.86,2024-05-14
492,27,Clothing,2,233.86,2024-03-28
2,71,Electronics,2,69.77,2024-05-11
333,83,Beauty,2,455.65,2023-06-19
59,79,Beauty,4,159.54,2024-01-12
385,92,Clothing,2,231.66,2024-05-04
997,51,Home,2,9.37,2024-04-02
520,23,Clothing,1,113.1,2024-01-13
192,33,Beauty,2,70.5,2024-02-23
619,28,Home,4,143.8,2023-12-13
363,62,Clothing,3,377.29,2024-01-17
562,63,Clothing,5,379.57,2023-08-19
760,36,Sports,2,143.59,2024-01-03
79,64,Clothing,1,490.18,2024-02-03
780,51,Home,5,75.96,2023-11-14
434,31,Clothing,2,23.75,2024-02-27
704,31,Clothing,3,431.47,2024-01-19
869,1,Clothing,3,137.89,2024-02-12
169,8,Electronics,3,221.13,2024-01-17
210,67,Electronics,4,321.38,2024-05-28
355,90,Clothing,5,456.88,2024-03-21
402,44,Clothing,2,495.04,2023-07-28
771,88,Electronics,4,215.51,2024-01-25
472,48,Electronics,5,421.24,2024-02-19
423,77,Electronics,5,441.68,2024-06-05
813,74,Home,1,462.95,2024-05-15
790,1,Home,3,282.67,2023-10-01
145,32,Clothing,2,23.1,2023-07-17
837,29,Electronics,2,135.47,2023-10-27
913,36,Clothing,4,382.12,2023-10-21
510,23,Clothing,3,410.52,2024-04-14
637,88,Sports,4,106.93,2023-08-19
914,43,Electronics,4,53.84,2023-09-01
564,6,Electronics,4,48.83,2023-11-10
850,30,Clothing,5,301.53,2023-06-28
377,29,Sports,1,65.79,2024-05-18
940,70,Beauty,3,213.15,2023-06-18
261,82,Beauty,3,195.86,2023-08-11
232,39,Clothing,4,286.15,2024-05-16
587,70,Sports,5,354.42,2024-03-01
871,83,Clothing,4,107.74,2024-02-22
391,3,Home,1,261.93,2024-02-08
182,80,Home,3,216.89,2023-10-11
847,60,Sports,1,111.69,2023-11-26
845,98,Clothing,3,276.06,2024-03-26
20,29,Electronics,3,466.52,2023-07-07
359,89,Clothing,2,418.76,2023-09-23
662,62,Home,1,196.66,2023-08-05
85,96,Home,1,175.45,2024-02-13
378,25,Home,5,137.89,2024-04-15
10,90,Electronics,1,402.32,2023-11-01
261,14,Beauty,3,163.65,2024-05-18
347,74,Home,1,232.39,2024-02-07
126,62,Electronics,1,254.49,2023-12-30
259,75,Sports,3,315.14,2023-07-26
943,17,Sports,2,239.45,2023-08-09
889,13,Sports,2,330.41,2023-06-25
898,11,Clothing,3,95.27,2023-10-18
321,73,Electronics,3,248.17,2024-04-25
958,58,Sports,5,110.38,2024-05-13
912,64,Sports,2,380.79,2024-03-12
293,69,Beauty,3,156.42,2023-08-20
742,88,Sports,2,356.64,2023-11-30
800,85,Clothing,4,41.88,2023-07-17
452,64,Home,3,185.47,2024-01-02
313,39,Electronics,1,309.66,2023-12-26
554,87,Electronics,2,303.61,2023-10-27
433,90,Clothing,2,15.86,2023-12-07
830,93,Sports,3,244.78,2024-05-16
583,25,Beauty,5,79.81,2023-09-24
725,11,Home,5,310.13,2023-11-01
264,36,Electronics,4,155.42,2023-08-02
186,78,Clothing,4,265.63,2024-04-02
673,67,Beauty,1,217.73,2023-12-23
354,71,Beauty,3,314.98,2023-11-12
673,94,Home,1,73.78,2023-06-22
920,38,Sports,5,205.5,2023-10-21
865,2,Clothing,5,77.32,2024-03-25
855,19,Sports,4,262.85,2024-02-08
512,15,Sports,3,283.8,2024-06-13
860,21,Beauty,3,182.34,2023-08-04
906,23,Clothing,2,43.22,2024-03-30
464,52,Sports,3,45.66,2024-05-20
658,45,Beauty,2,284.29,2023-06-21
939,79,Home,1,273.42,2023-12-25
992,60,Clothing,5,497.42,2023-09-16
377,38,Electronics,2,292.21,2024-03-28
252,19,Electronics,4,18.24,2023-11-01
684,47,Electronics,3,252.21,2023-10-12
407,65,Sports,5,57.59,2023-08-12
211,51,Beauty,1,89.67,2024-04-29
848,24,Beauty,1,251.58,2023-09-16
707,69,Clothing,4,494.1,2024-05-29
499,87,Beauty,4,355.66,2024-06-04
79,3,Beauty,3,318.56,2024-02-10
180,72,Clothing,5,370.67,2024-01-20
864,18,Beauty,5,74.57,2024-04-26
618,69,Sports,3,26.07,2023-07-16
404,60,Sports,5,212.78,2023-10-02
790,14,Clothing,1,352.32,2024-02-14
662,50,Clothing,4,59.96,2024-04-14
910,84,Electronics,3,351.92,2023-11-29
975,71,Sports,5,272.12,2024-01-21
362,33,Clothing,4,490.87,2023-12-12
260,16,Sports,4,373.88,2024-03-02
439,32,Beauty,3,277.54,2023-06-27
314,84,Clothing,2,111.72,2023-08-03
529,64,Clothing,5,12.18,2024-04-27
720,71,Electronics,2,393.77,2023-11-24
491,100,Clothing,1,316.44,2023-08-16
739,14,Electronics,2,291.9,2023-09-06
943,66,Clothing,2,226.9,2024-05-28
933,99,Home,2,233.84,2023-09-17
657,52,Home,1,135.17,2024-04-26
76,3,Electronics,3,177.92,2023-11-17
839,31,Sports,5,95.93,2024-02-09
819,43,Clothing,2,55.71,2023-08-18
888,39,Electronics,2,269.11,2023-07-08
166,83,Sports,3,295.11,2023-09-10
514,89,Sports,4,360.48,2023-12-08
37,16,Electronics,3,191.72,2024-05-27
694,31,Beauty,3,76.16,2024-01-03
290,7,Clothing,5,185.15,2023-11-30
653,100,Home,1,330.92,2024-02-08
206,36,Home,3,84.09,2024-02-01
194,65,Home,1,422.31,2023-11-25
242,79,Sports,2,452.96,2024-01-29
206,86,Sports,2,161.84,2024-04-27
602,66,Electronics,5,92.76,2023-11-04
487,5,Sports,2,445.72,2023-09-16
666,13,Home,4,252.26,2023-11-14
767,25,Sports,4,295.06,2023-09-09
537,51,Clothing,2,415.7,2023-11-13
911,55,Sports,3,49.93,2024-02-25
734,71,Beauty,1,416.04,2024-06-10
493,95,Clothing,3,439.31,2023-10-11
901,40,Electronics,1,289.76,2024-01-04
283,45,Electronics,4,212.0,2023-09-30
647,72,Clothing,3,252.22,2023-10-19
797,6,Home,5,394.97,2024-02-24
9,8,Home,3,55.45,2024-04-22
999,22,Electronics,3,329.88,2023-10-13
294,22,Clothing,5,174.78,2023-07-06
654,76,Home,5,260.4,2023-12-13
60,22,Sports,5,92.36,2023-07-31
148,98,Electronics,4,317.25,2024-02-13
126,13,Beauty,2,40.99,2023-10-29
526,12,Beauty,3,395.44,2023-09-15
580,14,Clothing,2,215.78,2023-08-10
135,95,Clothing,5,418.39,2023-08-14
762,78,Electronics,2,141.53,2024-01-23
767,21,Electronics,4,76.57,2024-05-30
583,37,Beauty,5,22.57,2024-04-08
970,3,Clothing,2,482.36,2024-03-12
108,87,Home,5,299.8,2024-06-14
597,66,Clothing,5,164.56,2023-09-09
900,75,Home,4,472.58,2024-01-23
339,89,Beauty,2,325.69,2023-09-26
797,23,Clothing,3,114.68,2023-12-02
959,92,Clothing,4,162.74,2023-10-19
273,51,Beauty,5,179.92,2024-01-13
21,24,Clothing,4,428.51,2024-06-03
905,82,Beauty,5,131.28,2023-10-18
622,29,Beauty,5,372.04,2024-01-08
982,11,Clothing,2,350.19,2023-08-09
696,66,Electronics,5,340.24,2024-02-06
898,45,Electronics,1,437.82,2023-11-19
172,90,Clothing,5,150.83,2023-08-06
643,80,Clothing,4,262.1,2023-11-17
505,26,Beauty,4,85.15,2023-06-16
384,96,Clothing,3,415.92,2023-11-23
745,84,Sports,3,443.08,2024-01-03
634,16,Sports,1,48.29,2023-06-24
256,40,Electronics,2,86.2,2024-01-04
679,19,Home,1,113.09,2024-03-28
738,48,Home,1,248.52,2023-10-16
204,61,Home,2,11.97,2024-01-01
9,33,Home,5,494.02,2023-11-12
123,93,Sports,5,300.56,2024-05-30
424,34,Beauty,2,176.65,2023-12-08
